#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1403636595913555456,4.734553422351484714e-02,3.365596873748387396e-02,-1.936584012612423134e-01,4.469756843421748838e-01,-4.580300171243448237e-02,-8.932104592617788885e-01,1.702639440213943312e-02
1403636595963555584,6.580593877971346872e-02,5.863422900374311991e-02,-1.962579082758047766e-01,4.454204958048230134e-01,-5.855790435678091127e-02,-8.933776382846712050e-01,6.924533719404515203e-03
1403636596013555456,8.664724681488847335e-02,7.951314108331135333e-02,-1.972477577064378762e-01,4.426037592792281261e-01,-7.103487089575148683e-02,-8.938936448048349082e-01,-3.179806007704917732e-03
1403636596063555584,1.048092204956246609e-01,9.760500472828570473e-02,-1.993273409661450168e-01,4.397106514865380955e-01,-8.394086196295438840e-02,-8.941259798790098801e-01,-1.213287960877606174e-02
1403636596113555456,1.228163539906195201e-01,1.097310575359841250e-01,-2.010269699209555616e-01,4.370063030768140955e-01,-9.554635192441336689e-02,-8.941625830647633721e-01,-1.922656370810957999e-02
1403636596163555584,1.403300910706607452e-01,1.165750534948658407e-01,-2.019142511109419946e-01,4.352173658104465659e-01,-1.045300759567081156e-01,-8.939218685939074316e-01,-2.372763298514578290e-02
1403636596213555456,1.593012364731378194e-01,1.181214014564697795e-01,-2.014373300848894266e-01,4.351329880833152419e-01,-1.109234819174889225e-01,-8.931293325466208577e-01,-2.598574966810967071e-02
1403636596263555584,1.770412111461136528e-01,1.105369647989767612e-01,-1.985060651251730479e-01,4.359172526760486388e-01,-1.156688536231690462e-01,-8.921451629484467016e-01,-2.595907064125094199e-02
1403636596313555456,1.934451097143492226e-01,9.690304630461217539e-02,-1.938015371908063389e-01,4.375434120080477496e-01,-1.188965037869324365e-01,-8.909344356637861617e-01,-2.559717453256584244e-02
1403636596363555584,2.090601904017776180e-01,7.778207352228169724e-02,-1.876915797480850912e-01,4.394274782623640574e-01,-1.206291964459078464e-01,-8.897547240711950467e-01,-2.624155684759761631e-02
1403636596413555456,2.256518584826991691e-01,5.645329594940792090e-02,-1.805904790917129965e-01,4.416954680066862982e-01,-1.201218984530462025e-01,-8.886522917211863160e-01,-2.780193290175907855e-02
1403636596463555584,2.419470395663530504e-01,3.413829613476420527e-02,-1.736363896827463338e-01,4.443992100943743306e-01,-1.180306311017635806e-01,-8.875567871502666462e-01,-2.865417548477148385e-02
1403636596513555456,2.574761550491344031e-01,1.254415055169909483e-02,-1.672563307214260109e-01,4.468440824810496759e-01,-1.148050299049693107e-01,-8.867190862875147239e-01,-2.965523686675040904e-02
1403636596563555584,2.712203237112384424e-01,-7.604019083495172637e-03,-1.624065568412491334e-01,4.488090493215616261e-01,-1.112329348290962139e-01,-8.861533602116123953e-01,-3.049415750681819942e-02
1403636596613555456,2.824342350937965596e-01,-2.529959515033652212e-02,-1.587089213203340676e-01,4.487595989901507210e-01,-1.097226140452614990e-01,-8.863284229767888212e-01,-3.158634047737111233e-02
1403636596663555584,2.905055645433729516e-01,-4.025334075776133141e-02,-1.559764637800910014e-01,4.477064376084394226e-01,-1.088547887574273371e-01,-8.869673935523652020e-01,-3.159783953785983562e-02
1403636596713555456,2.956673960280026825e-01,-5.238581151136869479e-02,-1.545027570167637754e-01,4.465076826105958685e-01,-1.075418519895499220e-01,-8.877340625450218514e-01,-3.152576149254136123e-02
1403636596763555584,2.972045423237983375e-01,-6.013934662549963450e-02,-1.539785088291009962e-01,4.466971773398509815e-01,-1.046353060881785868e-01,-8.879628342581650235e-01,-3.217280610468403745e-02
1403636596813555456,2.940720218589358281e-01,-6.342056867043979751e-02,-1.543331101676127248e-01,4.488938975218846883e-01,-1.029741969321435746e-01,-8.870137193323649472e-01,-3.312469245074433494e-02
1403636596863555584,2.856487904214580209e-01,-6.260286314542415353e-02,-1.548978512690162290e-01,4.513972592721590682e-01,-1.000063570211705138e-01,-8.859831211161478537e-01,-3.568125522213061451e-02
1403636596913555456,2.720080298571564970e-01,-5.823202800808111729e-02,-1.560205821612563604e-01,4.537076337295450346e-01,-9.862816529694594381e-02,-8.848750883697183989e-01,-3.765562492348818735e-02
1403636596963555584,2.536143792344603409e-01,-5.108456113727710690e-02,-1.576479970877992798e-01,4.535145247815828284e-01,-9.642806462179173699e-02,-8.850803817629118164e-01,-4.072986599350678777e-02
1403636597013555456,2.308107594642712368e-01,-4.147283152297810693e-02,-1.596205893016525157e-01,4.512746814668357476e-01,-9.687152584410982370e-02,-8.861354077313911004e-01,-4.160659217433256007e-02
1403636597063555584,2.050359220083290135e-01,-3.063842973196348810e-02,-1.619153058793749711e-01,4.463586785830337966e-01,-9.595587643131113509e-02,-8.887030445094981079e-01,-4.199164811550065018e-02
1403636597113555456,1.766000601539128578e-01,-1.893757138639379223e-02,-1.642217209482398910e-01,4.413647295393784975e-01,-9.505257834603204892e-02,-8.914251670669071093e-01,-3.903017279156809766e-02
1403636597163555584,1.464430463102430191e-01,-7.320055531725462930e-03,-1.655755436133438674e-01,4.370691692104407000e-01,-9.084431714624251197e-02,-8.941124344090064513e-01,-3.578835010346689133e-02
1403636597213555456,1.146653922141935567e-01,5.045262333188888816e-03,-1.651184620396385916e-01,4.347245304590290904e-01,-8.564470372518086239e-02,-8.959226491753139454e-01,-3.165713246157936950e-02
1403636597263555584,8.047324253694490559e-02,1.700256252525859935e-02,-1.635145851842325637e-01,4.344709158926016168e-01,-7.926218415481499358e-02,-8.967645846652422259e-01,-2.767325598168199341e-02
1403636597313555456,4.738869900040335037e-02,2.807511483469481844e-02,-1.610868010704402109e-01,4.359448382637959862e-01,-7.181386631315932190e-02,-8.967800512227220855e-01,-2.409162355011850928e-02
1403636597363555584,1.343099859865059739e-02,3.714364724845294063e-02,-1.584211908437459515e-01,4.383439431098680172e-01,-6.483285344128013328e-02,-8.962575635813855301e-01,-1.933050378839010208e-02
1403636597413555456,-2.064686757314628321e-02,4.484615037952290051e-02,-1.562042568970389567e-01,4.404895322401711777e-01,-5.629748449328460941e-02,-8.958458418069054074e-01,-1.611809367887040434e-02
1403636597463555584,-5.188109636447865020e-02,5.017572961223522310e-02,-1.544677077487536521e-01,4.425295512397874886e-01,-4.779878016813418617e-02,-8.954019248639297768e-01,-1.175864974902628320e-02
1403636597513555456,-7.949312042789996591e-02,5.327552969355175277e-02,-1.532523978991314484e-01,4.447686787888141535e-01,-3.780698954406076090e-02,-8.948189314299879182e-01,-7.108717504782893944e-03
1403636597563555584,-1.030764748407451969e-01,5.253757339496926970e-02,-1.525289984625881889e-01,4.477428050260207626e-01,-2.894367739388590058e-02,-8.936938190274825722e-01,4.379980136592354214e-05
1403636597613555456,-1.216646878626112815e-01,4.826304565908512423e-02,-1.524097648816503114e-01,4.516896137205045347e-01,-2.063548970419907744e-02,-8.918918816190076759e-01,8.918571847304128039e-03
1403636597663555584,-1.345141524943677391e-01,4.047503397484625981e-02,-1.533160522027258443e-01,4.559968620058491573e-01,-1.263425382645148518e-02,-8.897077856992600120e-01,1.809125582117317860e-02
1403636597713555456,-1.415586166501327792e-01,2.992903945667902896e-02,-1.543460275989779751e-01,4.602400442298161254e-01,-4.975710413580650138e-03,-8.873864359418512926e-01,2.645103588965120114e-02
1403636597763555584,-1.414025744943800122e-01,1.748066178891681186e-02,-1.544674885587506985e-01,4.641492405119724274e-01,1.875729722928458874e-03,-8.851628127395700929e-01,3.238455053167304393e-02
1403636597813555456,-1.366383252773288315e-01,4.722163339863951793e-03,-1.551371378421157188e-01,4.677972836901780895e-01,7.825741309318165473e-03,-8.830226475164850708e-01,3.708723659196081629e-02
1403636597863555584,-1.270866719428253855e-01,-7.406419063496642863e-03,-1.557552215290896047e-01,4.703676851899302180e-01,1.372960283082685570e-02,-8.815118606985574701e-01,3.876310337087839758e-02
1403636597913555456,-1.133962994585584888e-01,-1.845340010802888620e-02,-1.565107072575307456e-01,4.716625427723342145e-01,1.994865063604542646e-02,-8.806505508937555460e-01,3.988864868433129873e-02
1403636597963555584,-9.690459374951669591e-02,-2.780175039351474864e-02,-1.576329388806629039e-01,4.711401870683857851e-01,2.498803844662827664e-02,-8.808155426665430499e-01,3.957905836171143193e-02
1403636598013555456,-7.745757735065730842e-02,-3.611026660855891357e-02,-1.592517137240956338e-01,4.690483083293224831e-01,2.869597217815875179e-02,-8.818316178667346961e-01,3.928388174160573482e-02
1403636598063555584,-5.659465519619130691e-02,-4.288982017802103058e-02,-1.616802001841550762e-01,4.656229010167582394e-01,3.000247512301626104e-02,-8.836151237952630799e-01,3.898048916462067831e-02
1403636598113555456,-3.637862158761278469e-02,-4.886513565605886400e-02,-1.654642158226666271e-01,4.602223761857274775e-01,2.981962235955382123e-02,-8.864135239815735812e-01,3.971421764135077415e-02
1403636598163555584,-1.491553669014901787e-02,-5.194015680209813218e-02,-1.694946402079825221e-01,4.533011926589213259e-01,2.913878594660587740e-02,-8.900508155316448899e-01,3.845134144618482519e-02
1403636598213555456,5.229712512046846840e-03,-5.291946455019942708e-02,-1.748964503224609557e-01,4.447167607508271114e-01,2.784652480732219965e-02,-8.944896505494176475e-01,3.660380886503007691e-02
1403636598263555584,2.278480463359922742e-02,-5.225588901969848571e-02,-1.813150974966511453e-01,4.361342528867091506e-01,2.791751904510475848e-02,-8.988204804541319870e-01,3.360460542130509071e-02
1403636598313555456,3.706627621895178248e-02,-5.036222291749539032e-02,-1.880764257290862829e-01,4.297415003443294523e-01,2.586505343224339282e-02,-9.020301067614693302e-01,3.154248545444884172e-02
1403636598363555584,4.664159922142567527e-02,-4.628682892134792365e-02,-1.948782994281744174e-01,4.255272580175801234e-01,2.515143723524594990e-02,-9.041886841693929089e-01,2.714371583006383939e-02
1403636598413555456,5.136536763263671590e-02,-4.083426639617501741e-02,-2.022779972171625251e-01,4.235604280396375043e-01,2.304760506885553117e-02,-9.052734186232499480e-01,2.335399823677823672e-02
1403636598463555584,5.119226978465096778e-02,-3.431737290033291810e-02,-2.095746188495445361e-01,4.237270227126109234e-01,2.316696828051086066e-02,-9.052575462059088141e-01,2.067551307835752486e-02
1403636598513555456,4.554856871057361839e-02,-2.773866826026167784e-02,-2.168925362699534731e-01,4.263228058373849660e-01,2.289456808023062825e-02,-9.040587979525925855e-01,2.005975622664956867e-02
1403636598563555584,3.522937139502252402e-02,-2.105954550195919192e-02,-2.232995411175868472e-01,4.312082224465856872e-01,2.489955539996987349e-02,-9.016491335698090248e-01,2.164072476033093023e-02
1403636598613555456,2.148858401774914398e-02,-1.435834484154544476e-02,-2.294925562692818333e-01,4.378184404780184891e-01,2.639642734103745184e-02,-8.983455553912522706e-01,2.436195619829995690e-02
1403636598663555584,5.249995500156753175e-03,-7.938925068463860771e-03,-2.352720026980421320e-01,4.451221795892925659e-01,2.922557705149851290e-02,-8.945551259854893633e-01,2.798637984395327405e-02
1403636598713555456,-1.195465982062703277e-02,-1.713130247919360163e-03,-2.427127115417777314e-01,4.536980918410264962e-01,3.235452388452805805e-02,-8.899612929085698454e-01,3.286523038902979671e-02
1403636598763555584,-2.938027710937338513e-02,3.959953187048050223e-03,-2.511347918463944229e-01,4.636650269859454165e-01,3.605005119935036917e-02,-8.844418416620580814e-01,3.844171270993979039e-02
1403636598813555456,-4.376109447735540559e-02,1.070966709725730028e-02,-2.597347796672707099e-01,4.737751434831121156e-01,3.845284579155733296e-02,-8.787088262562351426e-01,4.392369209750883463e-02
1403636598863555584,-5.952575069106396527e-02,1.612579283427270985e-02,-2.704344501838956694e-01,4.844543666382478131e-01,3.946224432024059842e-02,-8.726324285986014617e-01,4.753254123703760242e-02
1403636598913555456,-7.428621309016554541e-02,2.128769999814299554e-02,-2.819346245576323517e-01,4.937367934022171556e-01,3.900303648896381870e-02,-8.673175475211614138e-01,4.962875927740750814e-02
1403636598963555584,-8.772914551519925275e-02,2.618755030844894388e-02,-2.937236282136254650e-01,5.017560614884458703e-01,3.939725420615159540e-02,-8.627261329828460612e-01,4.891145662402245770e-02
1403636599013555456,-9.937302526602087571e-02,3.005088189217114750e-02,-3.054953797770355584e-01,5.084544700697281039e-01,4.024830946607869248e-02,-8.587414729005986569e-01,4.916511132648029164e-02
1403636599063555584,-1.096710327754572140e-01,3.292373478181154917e-02,-3.155187193224083253e-01,5.160082156139833565e-01,3.975829763240546627e-02,-8.540730750135280269e-01,5.209588971485822756e-02
1403636599113555456,-1.183736774748465892e-01,3.512579171293426367e-02,-3.239674022955745247e-01,5.244132898028681655e-01,4.025667425349362810e-02,-8.486343365462584165e-01,5.647888535437781826e-02
1403636599163555584,-1.255326177589505265e-01,3.701888766369989398e-02,-3.301481307005595944e-01,5.351771297578807873e-01,4.038289801899574288e-02,-8.415187405812166732e-01,6.165120098024827466e-02
1403636599213555456,-1.327874856602896114e-01,3.847861984289424608e-02,-3.350309818470117440e-01,5.489542695942463135e-01,4.023468504541408836e-02,-8.325872022591594979e-01,6.187835362879041262e-02
1403636599263555584,-1.397235848343718334e-01,3.956498471119588439e-02,-3.391798549218181247e-01,5.620851971312658124e-01,3.809051009342771799e-02,-8.237685097596401107e-01,6.336234319460086473e-02
1403636599313555456,-1.458293822679228302e-01,4.034759844651440719e-02,-3.431519242800561420e-01,5.731730783413820918e-01,3.594955031676208557e-02,-8.161192812625496229e-01,6.426173704613002968e-02
1403636599363555584,-1.519398939075259358e-01,4.138125953637442761e-02,-3.475625052595806008e-01,5.810013533722613310e-01,3.411088110168776499e-02,-8.106974864919370694e-01,6.358821090204309912e-02
1403636599413555456,-1.569043345626675301e-01,4.233198491959044157e-02,-3.521854401402667034e-01,5.856913146458081476e-01,3.334952491126474267e-02,-8.075987340071988374e-01,6.031399478253571256e-02
1403636599463555584,-1.612082224447609347e-01,4.329230001842963166e-02,-3.569953766313362364e-01,5.874519377717365431e-01,3.248515971264522018e-02,-8.066662486306750424e-01,5.598659238415665956e-02
1403636599513555456,-1.645710759926214684e-01,4.418024962670293737e-02,-3.617820797123622034e-01,5.863524581658787760e-01,2.875020759288103925e-02,-8.077946390509459507e-01,5.321692857305602986e-02
1403636599563555584,-1.674347978764230971e-01,4.511285892619176785e-02,-3.663250926338603164e-01,5.840925060654300616e-01,2.519913189604073775e-02,-8.096980777706708210e-01,5.089175733232536442e-02
1403636599613555456,-1.692558269341921662e-01,4.588682042350704371e-02,-3.709696121713310091e-01,5.813995276145129676e-01,2.293167718200677871e-02,-8.117864747997589614e-01,4.951208744763224007e-02
1403636599663555584,-1.705130908886287044e-01,4.672162256957593240e-02,-3.755486832985797663e-01,5.794954065309763092e-01,2.197557534494737688e-02,-8.132878508425737119e-01,4.759222173448768300e-02
1403636599713555456,-1.708763875937334697e-01,4.772265943154037349e-02,-3.789380669447075523e-01,5.808842133216413073e-01,2.071882320486108028e-02,-8.122927821481467081e-01,4.821511328128723350e-02
1403636599763555584,-1.707934557657945496e-01,4.904130211095076436e-02,-3.789806331111320592e-01,5.882289765951175253e-01,2.196848213626490659e-02,-8.069332026993168983e-01,4.860929199147604601e-02
1403636599813555456,-1.707315227959884940e-01,5.017179101029234367e-02,-3.789943262013985015e-01,5.948253936944901676e-01,2.128694936988620098e-02,-8.020861161961942987e-01,4.886183590517084729e-02
1403636599863555584,-1.700726207981727300e-01,5.085666993647688927e-02,-3.795048066698104572e-01,5.998864695427861271e-01,2.071041484088775170e-02,-7.982906744584736813e-01,4.938928476142882829e-02
1403636599913555456,-1.691897530886417034e-01,5.167683952710599299e-02,-3.800124500099154035e-01,6.015450756055507053e-01,2.000214655778565637e-02,-7.969618873926943570e-01,5.094296998868091952e-02
1403636599963555584,-1.692631022886807168e-01,5.227651502190122645e-02,-3.806387733813542118e-01,6.008235263747806476e-01,1.816396065756456166e-02,-7.975612865853737299e-01,5.076568553744821577e-02
1403636600013555456,-1.690680140859822100e-01,5.285829373879247922e-02,-3.812411222568898861e-01,6.004762073741820583e-01,1.697359772566466030e-02,-7.978434293433048774e-01,5.085355062806069110e-02
1403636600063555584,-1.692022350495137883e-01,5.377657309392960827e-02,-3.826216289226699319e-01,6.006596623704578697e-01,1.536481454767419687e-02,-7.975931873709805053e-01,5.307541742015112196e-02
1403636600113555456,-1.686917335925935402e-01,5.449684556314757927e-02,-3.824395007484808207e-01,6.031477796486243159e-01,1.411345329107361463e-02,-7.956152900787787363e-01,5.486234167437582798e-02
1403636600163555584,-1.684330397444306904e-01,5.495273405524853105e-02,-3.823902195066744558e-01,6.035841223588607196e-01,1.502465408177236679e-02,-7.953389942227692133e-01,5.381775984487838921e-02
1403636600213555456,-1.682039285871432532e-01,5.483263844790482039e-02,-3.822014227784036322e-01,6.032981482393252604e-01,1.433760360746450836e-02,-7.954942182623424562e-01,5.490652206233059135e-02
1403636600263555584,-1.681216479179631074e-01,5.483403989192736638e-02,-3.821362177583292885e-01,6.032761395079998534e-01,1.437559011264627484e-02,-7.954958087122303567e-01,5.511497283417764875e-02
1403636600313555456,-1.678735389285817836e-01,5.480364178192850821e-02,-3.821600040423205891e-01,6.032399074607909251e-01,1.415106967676539249e-02,-7.955031898275041202e-01,5.546202527825622175e-02
1403636600363555584,-1.677355239250316321e-01,5.481596025589118015e-02,-3.821509401676675965e-01,6.033120710750901061e-01,1.381031228949788567e-02,-7.954263362642344237e-01,5.586379638736581332e-02
1403636600413555456,-1.677266245489913987e-01,5.488957806500856934e-02,-3.820882154380442208e-01,6.033059307280493888e-01,1.394615371609575494e-02,-7.954264454743025237e-01,5.589479926616971323e-02
1403636600463555584,-1.675964985929901951e-01,5.486753652492714489e-02,-3.820723224429403153e-01,6.032322974698550722e-01,1.362874212736794009e-02,-7.954515721308501597e-01,5.640788129175783316e-02
1403636600513555456,-1.675761263825397696e-01,5.505862874045953925e-02,-3.820381349425837625e-01,6.034005670911934960e-01,1.375815571579218355e-02,-7.953509440865693669e-01,5.599414724709134844e-02
1403636600563555584,-1.672630900797349163e-01,5.499406071597390949e-02,-3.818166982602131942e-01,6.032852957717806941e-01,1.405941759511032327e-02,-7.954551868952463023e-01,5.567971195947785112e-02
1403636600613555456,-1.672082888473756523e-01,5.495780640343309043e-02,-3.817970980201177977e-01,6.032476592735616094e-01,1.368639053884842909e-02,-7.954524138377242481e-01,5.621744937939668341e-02
1403636600663555584,-1.671768209073926370e-01,5.506416305043981135e-02,-3.817771044333485575e-01,6.031850262125036943e-01,1.385303310043757737e-02,-7.955201973178722685e-01,5.588857921143483565e-02
1403636600713555456,-1.671703319714901992e-01,5.510328691033794524e-02,-3.818406110964633338e-01,6.031292294390440123e-01,1.386234917614149673e-02,-7.955587247363086201e-01,5.593999792207872412e-02
1403636600763555584,-1.670834892543641703e-01,5.511126306808247777e-02,-3.818147405135144945e-01,6.031032269016847192e-01,1.379525377722713546e-02,-7.955706690573256523e-01,5.606691724784081815e-02
1403636600813555456,-1.670312089532878519e-01,5.525022714625088538e-02,-3.818227966487422465e-01,6.030828990992701533e-01,1.405252012195971553e-02,-7.956108583395601341e-01,5.564984801803132819e-02
1403636600863555584,-1.670175107545367466e-01,5.516867522961720061e-02,-3.818548479281290708e-01,6.030137921530374090e-01,1.384894387122128853e-02,-7.956451482151188914e-01,5.595865749467878597e-02
1403636600913555456,-1.667629597584406875e-01,5.532408755115579557e-02,-3.817930201818889868e-01,6.030812493703354704e-01,1.412025239089129657e-02,-7.956173947919775724e-01,5.555705387040774101e-02
1403636600963555584,-1.667131312784382591e-01,5.530054279348736723e-02,-3.817757643827151548e-01,6.030191101588683322e-01,1.391882293263347649e-02,-7.956490993621093688e-01,5.582767983394160138e-02
1403636601013555456,-1.666498479814771116e-01,5.546614099865343483e-02,-3.817784368649573823e-01,6.030068630326148593e-01,1.425008564555519178e-02,-7.956825714339617051e-01,5.539768687317217499e-02
1403636601063555584,-1.666355952519052996e-01,5.540807349822781530e-02,-3.817841264082817432e-01,6.029661999203168588e-01,1.397284521690351881e-02,-7.956911414555256634e-01,5.578645677402183783e-02
1403636601113555456,-1.665781271471019620e-01,5.556859852318181414e-02,-3.817538236147302588e-01,6.029449245190772189e-01,1.425629144608912824e-02,-7.957289164448865249e-01,5.540458179911699615e-02
1403636601163555584,-1.665484083362663015e-01,5.554252721270368925e-02,-3.817476945109509745e-01,6.029021114146071447e-01,1.406574703323241332e-02,-7.957456617991305325e-01,5.567800768768331465e-02
1403636601213555456,-1.665384569541584758e-01,5.565898982543446977e-02,-3.817608919320437111e-01,6.028873336604491096e-01,1.430667947888115618e-02,-7.957754048569692928e-01,5.535058137734000239e-02
1403636601263555584,-1.662953364535880718e-01,5.563781348597489351e-02,-3.815549234885060592e-01,6.028086039801210383e-01,1.415681727989052952e-02,-7.958157962338635594e-01,5.566497962546262945e-02
1403636601313555456,-1.662543508737854836e-01,5.577599595902576340e-02,-3.815391850114315808e-01,6.028218435528899244e-01,1.443176795771989110e-02,-7.958279653703922429e-01,5.527565959381599420e-02
1403636601363555584,-1.662370676338476572e-01,5.572517408736020472e-02,-3.815347210697572211e-01,6.027971763964442564e-01,1.423535414783130663e-02,-7.958330441271146416e-01,5.552192986676565689e-02
1403636601413555456,-1.662500755353169546e-01,5.579689064362732681e-02,-3.814908443118540382e-01,6.027821756258214814e-01,1.438881316109998088e-02,-7.958560339997855504e-01,5.531531388095439067e-02
1403636601463555584,-1.661898142862842653e-01,5.586157530498147422e-02,-3.814892677107239449e-01,6.027377465979385507e-01,1.427913886160769343e-02,-7.958794276075948915e-01,5.549100585155741783e-02
1403636601513555456,-1.661153594639040165e-01,5.599268268367406376e-02,-3.814816820782975793e-01,6.027661504415163796e-01,1.440722341787689306e-02,-7.958675837921117546e-01,5.531897381738594410e-02
1403636601563555584,-1.660996330408083532e-01,5.591553173975022384e-02,-3.814519520990776180e-01,6.027553075317563236e-01,1.426578399436341342e-02,-7.958686283292453201e-01,5.545857093948212968e-02
1403636601613555456,-1.660366722006017259e-01,5.581811184430813394e-02,-3.813783009243059130e-01,6.027089872164743678e-01,1.432794251120462180e-02,-7.959091750601631210e-01,5.536399413823007987e-02
1403636601663555584,-1.660739182362461208e-01,5.577920649684869198e-02,-3.813776729512310948e-01,6.027391754036733884e-01,1.429327183904116443e-02,-7.958890631290277407e-01,5.533342575183342049e-02
1403636601713555456,-1.660557964339813009e-01,5.571831086164961283e-02,-3.813792499888511989e-01,6.026847000542513433e-01,1.430984234406679559e-02,-7.959292893397953428e-01,5.534389852236283602e-02
1403636601763555584,-1.661403035176902410e-01,5.577742440748216513e-02,-3.813286796105360144e-01,6.026700878723454391e-01,1.434374784958774261e-02,-7.959432763599825211e-01,5.529306375038078869e-02
1403636601813555456,-1.660874690046065527e-01,5.600272366571153876e-02,-3.814860546860570079e-01,6.026373538835703147e-01,1.437014887659830882e-02,-7.959635916718036386e-01,5.535051272025623414e-02
1403636601863555584,-1.661116687507693812e-01,5.599623951417907058e-02,-3.814241628379800297e-01,6.026655736752668524e-01,1.438344518285194877e-02,-7.959486794988066549e-01,5.525416197391306433e-02
1403636601913555456,-1.660221468413814738e-01,5.593985146586846063e-02,-3.814574545675776251e-01,6.026353236960918514e-01,1.435070466977170743e-02,-7.959689652333912235e-01,5.530036432494897514e-02
1403636601963555584,-1.660033573505963755e-01,5.594791260338365796e-02,-3.814171452326732825e-01,6.025995601729668971e-01,1.444375395344175625e-02,-7.960017041033665697e-01,5.519452070283668160e-02
1403636602013555456,-1.659655608770535806e-01,5.596462954171628479e-02,-3.814136028887651908e-01,6.025973591985906985e-01,1.437849967932831180e-02,-7.959999170055855888e-01,5.526132065882034122e-02
1403636602063555584,-1.658972528206973940e-01,5.604828296230434520e-02,-3.814089017340796528e-01,6.025550691836309980e-01,1.449528644359116686e-02,-7.960372015798855561e-01,5.515477289312978315e-02
1403636602113555456,-1.659141757183180965e-01,5.601634930426679232e-02,-3.813761009008492797e-01,6.025626916018184120e-01,1.436662727348129130e-02,-7.960251990473694583e-01,5.527825243215190448e-02
1403636602163555584,-1.658793738529846795e-01,5.606329561691963254e-02,-3.814050966574334400e-01,6.025380591156709320e-01,1.453395659970469975e-02,-7.960542767339585657e-01,5.508393519214533490e-02
1403636602213555456,-1.658160225034874813e-01,5.599887472242347924e-02,-3.814117295130036167e-01,6.025548034176576584e-01,1.438075436375129031e-02,-7.960330089823686173e-01,5.524808949379001605e-02
1403636602263555584,-1.657505844998162781e-01,5.607089239981696144e-02,-3.814026569556495661e-01,6.025343458257336193e-01,1.457945450032226316e-02,-7.960633778841087471e-01,5.498090576346568309e-02
1403636602313555456,-1.657337727748996459e-01,5.603891733955852078e-02,-3.813882627041775275e-01,6.025146602594378953e-01,1.444970056389598134e-02,-7.960664050516252921e-01,5.518667478884441147e-02
1403636602363555584,-1.657465050383542526e-01,5.611266353143355007e-02,-3.813781718329664061e-01,6.024924979751401510e-01,1.460004643477951641e-02,-7.960934919044171387e-01,5.499800610213064628e-02
1403636602413555456,-1.657472314642891853e-01,5.612043113666750904e-02,-3.814151335829082390e-01,6.024801358890827796e-01,1.451379800965519294e-02,-7.960951934203148728e-01,5.513146596526308230e-02
1403636602463555584,-1.657171740378614588e-01,5.611371925273942601e-02,-3.813950109851930170e-01,6.024826474478929272e-01,1.454257531028880189e-02,-7.960998029623109762e-01,5.502978058190326899e-02
1403636602513555456,-1.656492976860488853e-01,5.605524536773540123e-02,-3.813536937808576499e-01,6.024529844532757750e-01,1.452419856925055500e-02,-7.961228978473487983e-01,5.502527330601824501e-02
1403636602563555584,-1.656286545220647388e-01,5.607870529335437504e-02,-3.813299016100906713e-01,6.024453611216739057e-01,1.454888153421661501e-02,-7.961293001617634202e-01,5.500958401060673797e-02
1403636602613555456,-1.656153998309837505e-01,5.617308966351978322e-02,-3.813335507783870426e-01,6.024208600263794011e-01,1.460626146446503994e-02,-7.961488940799611447e-01,5.497911409220921503e-02
1403636602663555584,-1.657004762916872154e-01,5.616068009160044006e-02,-3.812699774628100502e-01,6.024075554559362722e-01,1.462309978434431397e-02,-7.961622085412565220e-01,5.492758663011738929e-02
1403636602713555456,-1.657426956461381107e-01,5.611393018902106899e-02,-3.812858308450097211e-01,6.023975330467160605e-01,1.461303086894716677e-02,-7.961680747540303971e-01,5.495514762526600844e-02
1403636602763555584,-1.657512066769918913e-01,5.607867124406026860e-02,-3.812580621141591908e-01,6.023938471281500284e-01,1.460992115167417983e-02,-7.961743982315557799e-01,5.490474247921486861e-02
1403636602813555456,-1.656811595982268792e-01,5.606834708606289741e-02,-3.812713547319678820e-01,6.023827273214864553e-01,1.463023017821818601e-02,-7.961828557268476603e-01,5.489869248262655571e-02
1403636602863555584,-1.655097817835859686e-01,5.627746993878164627e-02,-3.814000602192884615e-01,6.024136718379640154e-01,1.464709923448148828e-02,-7.961596367553318565e-01,5.489137699434498696e-02
1403636602913555456,-1.654532202632242877e-01,5.635940411797288330e-02,-3.813854965938097696e-01,6.023887295912162543e-01,1.471252170798140017e-02,-7.961801797720583496e-01,5.484962629412808849e-02
1403636602963555584,-1.654710949613535931e-01,5.637126000558174976e-02,-3.813684016126369647e-01,6.023886645663716344e-01,1.467059996464011550e-02,-7.961789730303280299e-01,5.487907800786394341e-02
1403636603013555456,-1.655180467335970185e-01,5.636991167330732827e-02,-3.813583109750843247e-01,6.023662791454285070e-01,1.474115500013625964e-02,-7.962012894971288723e-01,5.478202899549313581e-02
1403636603063555584,-1.655352904218367893e-01,5.631943571426246964e-02,-3.813571043061631527e-01,6.023581913395982257e-01,1.468644433712965915e-02,-7.962018159077426382e-01,5.487791927572756995e-02
1403636603113555456,-1.654891559746924645e-01,5.628376121099666618e-02,-3.813492330388723039e-01,6.023664867959291902e-01,1.473821555335652102e-02,-7.962047486923441442e-01,5.473023613317760938e-02
